Artist,Title,Key,BPM,Genre
Giovanni Carozza,Vertical,A min,130,Techno
Veerus,Apocalypse,F maj,128,Techno
Thomas Hoffknecht,Voice In My Head,A min,128,Techno
UMEK,Specific Flavour,F maj,126,Techno
EEEMUS,Valhalla,A♯ maj,128,Techno
Martin Books,Monkey City,A min,128,Techno
Julian Jeweil,Mars,F♯ min,125,Techno
Thomas Schumacher,Wonder,A maj,128,Techno
Veerus,Heavy,E♭ maj,126,Techno
Dense & Pika,Delta System,A maj,128,Techno
UMEK,Retractor,F maj,128,Techno
Ejeca,Encounter,F min,133,Techno
Planetary Assault Systems,Give It Up,A maj,132,Techno
SAMA,The Fallen,A min,126,Techno
Ebi,Hi,G maj,79,Techno
Deep Dimension,Rave Slave,G♯ maj,130,Techno
Robert S (PT),Morfologia,A♯ min,132,Techno
Giovanni Carozza,Thermal Inertia,E maj,130,Techno
Deep Dimension,Audio Space,D min,128,Techno
Dominik Schwarz,Destruction,E♭ maj,128,Techno
Nick Muir,Satellite,F maj,125,Techno
Rod,Welcome Back Mama,F♯ min,132,Techno
Lowerzone,Panic Alarm,A♯ min,131,Techno
T78,Acid Lick,A maj,132,Techno
Enrico Sangiuliano,Symbiosis,A♭ min,128,Techno
Alan Fitzpatrick,Treat Me Like a Whore,B maj,126,Techno
Dino Maggiorana,Activate,D maj,130,Techno
Adam Beyer,Teach Me,A min,130,Techno
Kwartz,Show me that light,A♯ maj,134,Techno
Ursula Rucker,Alone Feat. Ursula Rucker,C maj,130,Techno
i_o,No Sleep,A♯ min,125,Techno
Hans Bouffmyhre,Visualise,F maj,133,Techno
Deep Dimension,Planet E,A min,128,Techno
Pleasurekraft,G.O.D. (Gospel of Doubt) ft Casey Gerald,A maj,128,Techno
Spektre,Back Into Consciousness,A min,128,Techno
Radio Slave,Ground Control,D♯ min,128,Techno
Guti,Red Eye,D min,125,Techno
Sian,Higher,D min,125,Techno
DJ Deeon,We Have Bass,A min,127,Techno
Dense & Pika,Delta System,B min,128,Techno
Cari Lekebusch,Mind Dive,F maj,134,Techno
Pig&Dan,Losing Part of Me,A♯ min,128,Techno
Mark Broom,EFB,A♯ min,128,Techno
UMEK,Collision Wall,G maj,126,Techno
Erol Alkan,Spectrum,D♯ maj,132,Techno
Pig&Dan,Infinity,D min,128,Techno
Joyhauser,C166W,A min,128,Techno
Joyhauser,Galaxy Phase,D min,128,Techno
Kunky,Oblique,A min,130,Techno
Cosmic Boys,Phoenix,A min,126,Techno
David Temessi,The Seventh,D min,131,Techno
Rene Wise,Sling Jockey,A min,133,Techno
Ferry Corsten,Surga,B min,135,Trance
MaRLo,Lighter Than Air,A min,130,Trance
Sunscreem,Perfect Motion,A♯ min,138,Trance
Dash Berlin,Man On The Run,C♯ min,140,Trance
Genix,All In,C min,128,Trance
A & Z,Thousand Pieces,E maj,138,Trance
Armin van Buuren,La Resistance De L'Amour,D min,128,Trance
Chris Schweizer,Phase One,C min,140,Trance
Scott Bond,Tides,A min,93,Trance
Factor B,Anything (For You),F♯ maj,93,Trance
Gareth Emery,Amber Sun,G♯ min,134,Trance
Alex M.O.R.P.H.,Shine Ibiza Anthem 2019,D♯ maj,138,Trance
Giuseppe Ottaviani,8K,F♯ min,138,Trance
Mark Sherry,Lighting Fires,D min,138,Trance
Stoneface & Terminal,Triumvirate,E min,138,Trance
Armin van Buuren,Phone Down,A♯ min,130,Trance
Stoneface & Terminal,Free Time,F maj,138,Trance
Ashley Smith,Let The Bass Kick,G♯ maj,140,Trance
Fredd Moz,Falling Leaves,C min,140,Trance
FUTURECODE,The Connection,D♯ min,130,Trance
Ilan Bluestone,We Are The Universe,C♯ min,130,Trance
Activa,Found My Silence,D maj,93,Trance
Fatum,The Wolf,E maj,126,Trance
Jorn Van Deynhoven,Six Zero Zero,E min,138,Trance
Giuseppe Ottaviani,Tranceland,G min,138,Trance
Tiddey,Fulcrum,A min,140,Trance
Darren Porter,Believe In Us Again,G min,136,Trance
Dan Stone,Lease Of Life,D♯ min,140,Trance
Davey Asprey,Nothing But The Fire,A♯ min,135,Trance
Luke Bond,Maelstrom,E min,130,Trance
Above & Beyond,There's Only You feat. Zoe Johnston,F maj,128,Trance
Driftmoon,Renaissance,C♯ min,138,Trance
Renegade System,Redux,D♯ maj,140,Trance
Alan Morris,Lifeline,A min,140,Trance
Armin van Buuren,Turn It Up,C maj,138,Trance
Alan Wyse,Knockout,G min,140,Trance
Ilan Bluestone,Raindrops,C♯ min,132,Trance
Armin van Buuren,Show Me Love,E min,128,Trance
Type 41,Eclipse,B min,140,Trance
Marco V,U.M.O.,G min,138,Trance
Jennifer Rene,Awakening,A min,138,Trance
Jason Ross,New Dawn,B maj,128,Trance
Ronski Speed,Suburbia,A♯ maj,138,Trance
Jorn Van Deynhoven,We Can Fly,E min,140,Trance
Maor Levi,The Distance,B min,128,Trance
Lost In Noise,303 Stalowa Street,G♯ maj,138,Trance
Greg Downey,These Hands I Hold,G min,138,Trance
Nifra,Attack,G min,131,Trance
Aly & Fila,Gravity,A♯ maj,140,Trance
Suncatcher,That Summer Afternoon,F maj,133,Trance
Simon Bostock,My Place,D♯ min,138,Trance
Manuel Le Saux,EVO,D maj,138,Trance
STANDERWICK,Never Gonna Step Down,A min,140,Trance
Giuseppe Ottaviani,Panama,C♯ min,138,Trance
Jorn Van Deynhoven,Cheeky,E min,138,Trance
Ibizarre,Underwater World,C maj,134,Trance
Super8 & Tab,Trigger,B min,130,Trance
Hiroyuki ODA,Polaris,G min,138,Trance
Iain M,Achilles,D min,140,Trance
Roxanne Emery,Dancing In The Rain,D♯ maj,132,Trance
Nick Callaghan,Kill Jester,E min,140,Trance
Tempo Giusto,Connection Failure,G♯ min,138,Trance
Maria Nayler,Angry Skies,D♯ min,138,Trance
Corti Organ,The Awakening,A♯ maj,132,Trance
Key4050,Egon,B min,138,Trance
DJ Nano,Santa Monica,B min,132,Trance
Marcel Woods,Inside Me,G♯ min,133,Trance
Ane Brun,Your Eyes,A♯ maj,128,Trance
Markus Schulz,Perception feat. Justine Suissa,A min,136,Trance
A.R.D.I.,Vision,E min,138,Trance
Andre Visior,Sundown,C♯ min,138,Trance
Sovve,Still Here,F♯ min,130,Trance
Stoneface & Terminal,Mind Games,G min,138,Trance
Marco V,Simulated,A min,126,Trance
Daniel Skyver,Activation,G min,138,Trance
Jennifer Rene,Holy Ground,A min,138,Trance
Key4050,Paydirt,A♯ min,138,Trance
Renegade System,Carbon Copy,A♯ maj,140,Trance
Black XS,No Mercy,D maj,140,Trance
Orjan Nilsen,Reminiscence,G min,133,Trance
Billy Gillies,Hit the Floor,G♯ min,140,Trance
Farius,Eleventh Hour,E min,128,Trance
Saltwater,The Legacy,C min,133,Trance
Paul van Dyk,Amanecer,G maj,138,Trance
Alex Wright,Sueno,C min,126,Trance
Mark Sixma,X,E min,128,Trance
B.B.E.,Seven Days And One Week,B♭ maj,125,Trance
Loverush UK!,Different World,B min,138,Trance
DRYM,Arrival,G min,138,Trance
Super8,Alba,C min,133,Trance
Jochen Miller,The Last Thing,F♯ min,130,Trance
Ruslan Radriges,Legend,F maj,132,Trance
Sneijder,Violate,A maj,136,Trance
Mark Sherry,Confirm Humanity,A min,136,Trance
Veracocha,Carte Blanche,A♯ min,128,Trance
Simon Patterson,Blink feat. Lucy Pullin,G♯ maj,138,Trance
Nick Rowland,Loving You Loving Me feat. Crystal Blakk,B min,128,Trance
Chris Giuliano,Dream You,F♯ min,128,Trance
Ben Gold,Stay,D♯ maj,138,Trance
Kolonie,Hold Tight,G min,126,Trance
A$AP Ferg,REDLIGHT,E min,130,Trap / Future Bass
Titus,Afrojack & Brohug ft. Titus - Let It Rip (Hiroki Remix) feat. Titus,F min,145,Trap / Future Bass
JOYRYDE,YUCK ft. GOLD,F♯ min,150,Trap / Future Bass
DJ Snake,SouthSide,F min,150,Trap / Future Bass
Eliminate,Cyber Whale,D♯ maj,150,Trap / Future Bass
Ekali,Jundo,E min,150,Trap / Future Bass
Quix,Earthquake (feat. Bok Nero),D maj,150,Trap / Future Bass
Virus Syndicate,Them Ft. Virus Syndicate,F min,151,Trap / Future Bass
Slushii,Dreaming of You,D maj,165,Trap / Future Bass
HoodLit,Ballin',D♯ min,145,Trap / Future Bass
Project Pat,Back,C♯ min,100,Trap / Future Bass
Zeds Dead,Lights Go Down,D♯ min,140,Trap / Future Bass
Halsey,Without Me,F♯ maj,136,Trap / Future Bass
Marshmello,Alone,D maj,142,Trap / Future Bass
Cesqeaux,Losing Myself,D♯ min,150,Trap / Future Bass
Above & Beyond,Sahara Love feat. Zoe Johnston,A maj,145,Trap / Future Bass
Snavs,Epoch,E maj,150,Trap / Future Bass
Seven Lions,Island (feat. Nevve) feat. Nevve,G♯ maj,150,Trap / Future Bass
DJ Snake,Magenta Riddim,F min,102,Trap / Future Bass
Quix,Berserk (feat. Yung Bambi),A♯ min,150,Trap / Future Bass
DJ Snake,Made In China,C min,150,Trap / Future Bass
Kendrick Lamar,HUMBLE.,E♭ min,150,Trap / Future Bass
GTA,Work It Out,D♯ min,164,Trap / Future Bass
A$AP Ferg,REDLIGHT,C♯ min,140,Trap / Future Bass
Virus Syndicate,Them Ft. Virus Syndicate,F min,151,Trap / Future Bass
Yellow Claw,Danger Days,F min,155,Trap / Future Bass
Flosstradamus,ID,E maj,150,Trap / Future Bass
Sebastian Ram,Con Calma,F♯ min,100,Trap / Future Bass
Party Favor,Wave,D♯ min,150,Trap / Future Bass
ZEKE BEATS,Bad Robot,G min,140,Trap / Future Bass
Oski,In Check,A min,140,Trap / Future Bass
Defunk,All Over Again,F min,156,Trap / Future Bass
Party Favor,Blame,D min,150,Trap / Future Bass
RL Grime,Arcus,B min,150,Trap / Future Bass
Dillon Francis,Lost My Mind,F maj,160,Trap / Future Bass
RL Grime,Era,A♯ maj,155,Trap / Future Bass
Rick Ross,Purple Lamborghini,E♭ min,147,Trap / Future Bass
Bynded,Everything To Me,F min,150,Trap / Future Bass
Todd Helder,Talking About Me,D min,145,Trap / Future Bass
Party Favor,RBRBRB,F♯ min,152,Trap / Future Bass
Crankdat,Nothing Matters,G min,150,Trap / Future Bass
BLVK JVCK,Show ID,F min,153,Trap / Future Bass
Marten Hørger,Redlight,F maj,145,Trap / Future Bass
Hydraulix,Bump,E maj,150,Trap / Future Bass
Tisoki,Wobble,F maj,150,Trap / Future Bass
Dillon Francis,Another Dimension,F maj,75,Trap / Future Bass
TroyBoi,KinjaBang,A min,150,Trap / Future Bass
Disclosure,You & Me (feat. Eliza Doolittle),B♭ min,75,Trap / Future Bass
DJ Snake,Turn Down for What,E maj,100,Trap / Future Bass
DJ30A,Lambo Dreams,G♯ min,150,Trap / Future Bass
Crankdat,Do You Mind (feat. shYbeast),G min,80,Trap / Future Bass
Rogue,Barbed Wire,F min,155,Trap / Future Bass
Tiesto,Diamonds feat. Micky Blue,F♯ min,150,Trap / Future Bass
BISHU,Diamonds feat. Mister Blonde,F min,84,Trap / Future Bass
Flosstradamus,G.O.D. (GRIND OR DIE) [feat. Leat'eq],E min,136,Trap / Future Bass
Blow,Cray,D maj,140,Trap / Future Bass
Habstrakt,About You,E♭ min,126,Trap / Future Bass
Slander,First Time (feat. Dylan Matthew) feat. Dylan Matthew,B maj,150,Trap / Future Bass
Flux Pavilion,Party Starter,D min,75,Trap / Future Bass
4B,Whistle,E♭ min,70,Trap / Future Bass
Skrillex,Goh Feat. KLP,B min,86,Trap / Future Bass
Marshmello,Wolves,D maj,125,Dance
BISHU,Out Here,A min,150,Trap / Future Bass
Kuuro,Bad Habits feat. Tylor Maurer,D♯ min,105,Trap / Future Bass
Nextro,Mirage,D maj,128,Trap / Future Bass
Trivecta,Tornado feat. Monika Santucci,B maj,83,Trap / Future Bass
Defunk,Anarchy 2088,G min,160,Trap / Future Bass
Crankdat,Party All Night,F min,128,Trap / Future Bass
ZEKE BEATS,The Mammoth,B maj,140,Trap / Future Bass
GANZ,Carry Me (feat. Jantine),G maj,147,Trap / Future Bass
DJ Fixx,DIZZY,A♯ maj,105,Trap / Future Bass
DJ Fixx,Boss,G maj,110,Trap / Future Bass
WHIPPED CREAM,Time,E min,150,Trap / Future Bass
Out of Cookies,In The Trap,F maj,150,Trap / Future Bass
Crystal Skies,Never Change (feat. Gallie Fisher) feat. Gallie Fisher,A maj,150,Trap / Future Bass
G-Rex,Babatunde,C♯ min,150,Trap / Future Bass
Snavs,Flex,F♯ min,110,Trap / Future Bass
SFAM,Blast,A maj,150,Trap / Future Bass
UZ,Heat,A♭ min,103,Trap / Future Bass
TYNAN,Voidless,E♭ min,145,Trap / Future Bass
Lil Debbie,Say My Name,F min,150,Trap / Future Bass
Kompany,Extraterrestrial,E♭ min,75,Trap / Future Bass
Boombox Cartel,Whisper,E♭ min,75,Trap / Future Bass
Destructo,Party Up feat. YG,B♭ min,130,Trap / Future Bass
UZ,Cavern,D maj,140,Trap / Future Bass
Kays,Dirty Heaven (feat. Akacia),G min,80,Trap / Future Bass
Haterade,Loud and Clear,G min,135,Trap / Future Bass
DJ Fixx,QUAD CITY,D♯ min,110,Trap / Future Bass
Juicy J,Wait A Minute,B maj,166,Trap / Future Bass
Party Favor,Reach For Me,F min,164,Trap / Future Bass
6TH STREET,Chili Candy Ft. Liz Bezler,A♯ min,83,Trap / Future Bass
Pilament,Acid,G♯ min,150,Trap / Future Bass
DJ30A,The 1,A min,160,Trap / Future Bass
Sliipow,Cups Up,D min,130,Trap / Future Bass
LSD,Genius,B min,159,Trap / Future Bass
The Chainsmokers,Hope,G♯ min,122,Trap / Future Bass
SuperAve.,Slow Flow,D maj,86,Trap / Future Bass
Austen,Holding On,D♯ min,120,Trap / Future Bass
Bear Grillz,Demons (feat. RUNN),D♯ maj,128,Trap / Future Bass
Say My Name,Ooh,E min,148,Trap / Future Bass
